Title,Time,Artist,Album,Genre,Loved,Rating,Plays,Date Added,Last Played
Scott Street,5:05,Phoebe Bridgers,Stranger in the Alps (Deluxe Edition),Alternative,2,,2,17/11/20 21:10,02/09/21 0:53
Demi Moore,3:19,Phoebe Bridgers,Stranger in the Alps (Deluxe Edition),Alternative,0,,1,17/11/20 21:10,02/09/21 0:48
Funeral,3:52,Phoebe Bridgers,Stranger in the Alps (Deluxe Edition),Alternative,0,,6,17/11/20 21:10,02/09/21 0:45
Motion Sickness,3:50,Phoebe Bridgers,Stranger in the Alps (Deluxe Edition),Alternative,0,,1,17/11/20 21:10,02/09/21 0:41
Smoke Signals,5:25,Phoebe Bridgers,Stranger in the Alps (Deluxe Edition),Alternative,0,,1,17/11/20 21:10,02/09/21 0:37
Forever Young,5:37,Angel Olsen,Aisles - EP,Alternative,0,,1,19/08/21 22:08,31/08/21 8:40
If You Leave,4:29,Angel Olsen,Aisles - EP,Alternative,2,,1,19/08/21 22:08,31/08/21 8:34
Safety Dance,3:51,Angel Olsen,Aisles - EP,Alternative,0,,1,19/08/21 18:04,30/08/21 22:47
Eyes Without a Face,4:41,Angel Olsen,Aisles - EP,Alternative,0,,1,19/08/21 18:04,30/08/21 22:43
Strobes Pt. 2,3:51,Lemaitre,Chapter One,Electronic,0,,11,07/12/19 13:18,29/08/21 16:56
Quinto Patio Ska,4:05,Maldita Vecindad y Los Hijos del Quinto Patio,Circular Colectivo,Rock y Alternativo,0,,7,04/02/20 7:43,29/08/21 16:43
ACC Kirtan,6:19,Stephen Malkmus,Traditional Techniques,Alternative,0,,7,05/03/20 23:36,29/08/21 16:39
Mid-Autumn/月音,1:56,Emmy the Great,April/月音,Alternative,0,,6,08/10/20 22:17,29/08/21 16:16
Mid-Autumn/月音,1:56,Emmy the Great,April/月音,Alternative,0,,6,08/10/20 22:17,29/08/21 16:16
Bad Decisions,4:53,The Strokes,The New Abnormal,Alternative,0,,9,09/03/20 21:48,29/08/21 16:09
Jacked Up (feat. Fitz of Fitz and the Tantrums and Nadya of Pussy Riot) [Remix],2:57,Weezer,Weezer (White Album) [Deluxe Edition],Alternative,0,,15,05/11/16 23:24,29/08/21 15:54
All Wordz Are Made Up,3:19,The Voidz,Virtue,Alternative,2,,8,19/01/20 0:41,29/08/21 15:47
Friend of a Friend,2:59,Weezer,Weezer (White Album) [Deluxe Edition],Alternative,0,,17,05/11/16 23:24,23/08/21 15:52
Why Are Sundays So Depressing,4:36,The Strokes,The New Abnormal,Alternative,0,,8,09/03/20 21:48,23/08/21 15:49
Black Star,4:07,Radiohead,The Bends,Alternative & Punk,0,,11,30/06/15 18:58,23/08/21 15:31
Too Sad,5:28,Ex:Re,Ex:Re,Alternative,2,,13,17/03/19 23:33,23/08/21 15:18
Nonbeliever,3:40,Lucy Dacus,Historian,Alternative,0,,9,06/12/19 14:03,23/08/21 15:13
The Possessed,3:23,Cowboy Junkies,Ghosts,Rock,0,,5,06/04/20 18:02,23/08/21 15:09
Endless Bummer,4:15,Weezer,Weezer (White Album) [Deluxe Edition],Alternative,0,,13,05/11/16 23:24,23/08/21 14:59
Jacked Up,2:54,Weezer,Weezer (White Album) [Deluxe Edition],Alternative,0,,17,05/11/16 23:24,23/08/21 10:31
Writer,4:21,Emmy the Great,April/月音,Alternative,0,,6,08/10/20 22:17,23/08/21 9:43
The Dazzler,4:42,Ex:Re,Ex:Re,Alternative,0,,13,17/03/19 23:33,23/08/21 9:35
Wicked Witches,3:12,Kiwi jr.,Football Money,Indie Pop,0,,3,20/01/20 23:57,12/08/21 16:46
From the Ritz to the Rubble,3:13,Arctic Monkeys,"Whatever People Say I Am, That's What I'm Not",Alternative,0,,29,03/02/06 0:45,12/08/21 16:43
Smile,3:17,Wolf Alice,Blue Weekend (Apple Music Edition),Alternative,0,,2,05/06/21 0:00,12/08/21 16:38
"Concerto for Two Keyboards in C Minor, BWV 1060: II. Largo ovvero adagio",5:20,"Ljupka Hadzi Georgieva, Evgeni Koroliov & Kammerakademie Potsdam",Bach: Concertos for Pianos,Classical,0,,1,10/06/19 13:19,12/08/21 16:31
Dogs of My Neighborhood,2:15,Jeffrey Lewis & the Voltage,Bad Wiring,Indie Rock,0,,1,22/02/21 20:27,12/08/21 16:26
Poodle Rockin’,2:56,Gorky's Zygotic Mynci,Spanish Dance Troupe,Alternative,0,,1,09/03/20 15:59,12/08/21 9:25
Spanish Dance Troupe,3:16,Gorky's Zygotic Mynci,Spanish Dance Troupe,Alternative,0,,10,09/03/20 15:59,12/08/21 9:22
Out On the Side,3:25,Gorky's Zygotic Mynci,Stood On Gold - EP,Rock,0,,5,18/03/20 18:31,12/08/21 9:19
Margerine Rock,2:56,Stereolab,Margerine Eclipse,Alternative,2,,3,14/10/16 14:16,12/08/21 8:41
Against All Odds (Take a Look At Me Now),4:17,The Postal Service,Give Up (Deluxe 10th Anniversary Edition),Electronic,2,,8,16/02/14 13:25,12/08/21 8:38
"Selectissimae cantiones, LV 1568.3: No. 37, Te Deum laudamus (Arr. E. Rice for Vocal & Instrumental Ensemble)",15:24,Ensemble Origo & Eric Rice,Le nozze in Baviera,Classical,2,,2,22/01/21 20:46,12/08/21 8:34
Hyperlink,4:09,Emmy the Great,Second Love,Alternative,2,,30,11/03/16 14:53,11/08/21 22:29
Numbers,4:17,Daughter,Not To Disappear,Alternative,2,,9,17/03/19 23:53,11/08/21 22:16
Sleeper Hold,2:28,No Age,Nouns,Alternative,2,,5,30/06/15 18:58,11/08/21 22:12
Happy When It Rains,3:37,The Jesus and Mary Chain,Darklands,Rock,2,,5,22/06/19 18:06,11/08/21 22:09
Dunes,4:18,Alabama Shakes,Sound & Color,Alternative,2,,9,19/01/16 8:30,11/08/21 22:06
"Unaccompanied Cello Suite No. 3 in C Major, BWV 1009: VI. Gigue",2:58,Yo-Yo Ma,Six Evolutions - Bach: Cello Suites,Classical,2,,4,17/09/17 8:51,11/08/21 21:56
"Madrigals, Book 7, SV 117-145: Vorrei baciarti, SV 123",4:20,Le Nuove Musiche & Krijn Koetsveld,Monteverdi: Madrigali libro VII,Classical,2,,3,19/12/20 16:13,11/08/21 21:53
Echo Home (Non-Electric),5:08,The Kills,Echo Home - Non-Electric EP,Alternative,2,,5,10/06/17 23:18,11/08/21 21:49
Live Another Life,5:09,Son Lux,Tomorrows II,Alternative,2,,9,01/01/21 9:24,11/08/21 21:34
Miss You,3:47,Alabama Shakes,Sound & Color,Alternative,2,,5,19/01/16 8:30,11/08/21 21:28
Shelter from the Storm,5:01,Bob Dylan,Blood On The Tracks,Singer/Songwriter,2,,4,20/09/18 22:27,11/08/21 21:25
Catherine,4:05,PJ Harvey,Is This Desire?,Rock,2,,4,19/02/20 7:37,11/08/21 21:19
The Perfect Kiss,4:49,New Order,Low-Life,Rock,2,,2,24/03/21 21:08,11/08/21 21:12
New Way Home,5:40,Foo Fighters,The Colour and the Shape (Special Edition),Alternative,2,,4,31/10/07 21:53,11/08/21 21:07
No Surprises (Remastered),3:48,Radiohead,OK Computer OKNOTOK 1997 2017,Alternative,2,,32,23/06/17 21:46,11/08/21 21:02
Year In Song,3:35,Mary Margaret O'Hara,Miss America,Rock,2,,6,14/04/16 13:28,11/08/21 20:58
Tape Song,3:36,The Kills,Midnight Boom,Alternative,2,,3,30/06/15 18:58,11/08/21 20:54
Geysir,5:54,Gert Keunen,Heis,Alternative,2,,2,01/01/21 9:03,11/08/21 20:50
Stockholm Syndrome,2:51,Yo La Tengo,I Can Hear The Heart Beating As One,Alternative,2,,4,30/06/15 18:58,11/08/21 20:45
Dark Entries,3:52,Bauhaus,In the Flat Field,Alternative,2,,5,29/07/17 9:35,11/08/21 20:42
Sem Ter Você,2:58,Los Hermanos,Los Hermanos,Brazilian,2,,6,29/11/17 23:52,11/08/21 20:21
Why Only One?,4:30,Edgar Meyer & Chris Thile,Bass & Mandolin,Classical,2,,5,16/09/18 10:23,11/08/21 20:18
Bleed,2:31,Catatonia,Way Beyond Blue,Pop,2,,12,07/09/15 6:53,11/08/21 20:11
Adore,5:03,Savages,Adore Life,Alternative,2,,9,25/03/16 18:56,11/08/21 20:08
There’s a Brain in My Head,3:34,White Denim,Stiff,Rock,2,,4,12/10/16 23:43,11/08/21 20:02
Lost Ship,3:36,Juliana Hatfield,Weird,Indie Rock,2,,8,26/01/19 22:06,11/08/21 19:53
Music For A Found Harmonium,2:45,Patrick Street,Folk Heritage II,Folk,2,,3,30/06/15 18:58,11/08/21 9:14
My Other Voice,4:57,Sparks,No. 1 In Heaven (40th Anniversary Edition),Pop,0,,1,11/08/21 9:00,11/08/21 9:11
Sherlock Holmes,3:37,Sparks,Angst In My Pants,Pop,0,,1,11/08/21 9:00,11/08/21 9:06
Form and Function,5:58,Hookworms,Pearl Mystic,Alternative,2,,4,05/02/18 16:36,11/08/21 9:03
Sinister Foxx,4:16,The Breeders,Title Tk,Alternative,2,,3,10/10/17 15:41,10/08/21 23:45
200 More Miles,5:19,Cowboy Junkies,The Trinity Revisited,Alternative,2,,6,30/06/15 18:58,10/08/21 23:36
It's Dark In Here,5:41,Edgar Meyer & Chris Thile,Bass & Mandolin,Classical,2,,2,16/09/18 10:23,10/08/21 23:30
Waiting In the Kountry,5:10,Gram Rabbit,Cultivation,Alternative,2,,3,30/06/15 18:58,09/08/21 9:01
Introspection,4:22,MGMT,"MGMT (The ""Optimizer"" Deluxe Edition)",Alternative,0,,1,29/09/20 16:52,09/08/21 8:56
Those Were the Days,4:20,Angel Olsen,MY WOMAN,Alternative,0,,8,21/01/21 21:22,07/08/21 15:07
Lark,6:19,Angel Olsen,All Mirrors,Alternative,0,,6,21/01/21 23:13,07/08/21 10:23
Smaller,1:04,Angel Olsen,Song of the Lark and Other Far Memories,Alternative,0,,6,08/05/21 23:18,07/08/21 8:16
White Fire,6:56,Angel Olsen,Burn Your Fire For No Witness,Alternative,0,,4,21/01/21 20:56,07/08/21 8:15
What Went Down (Bandwidth Remix),5:10,Foals,Collected Reworks,Electronica,2,,8,06/08/20 22:22,07/08/21 7:53
Summer,4:05,Angel Olsen,Song of the Lark and Other Far Memories,Alternative,0,,4,08/05/21 23:18,07/08/21 7:48
Prophecy,4:49,Son Lux,Tomorrows II,Alternative,2,,6,01/01/21 9:24,07/08/21 7:44
ALieNNatioN,4:40,The Voidz,Virtue,Alternative,0,,4,19/01/20 0:41,29/07/21 8:50
Thank You for the Music,3:48,ABBA,ABBA Gold: Greatest Hits,Pop,0,,1,31/10/19 7:12,29/07/21 8:46
Leave Before the Lights Come On,3:52,Arctic Monkeys,Leave Before the Lights Come On - EP,Alternative,0,,49,20/09/18 6:12,26/07/21 22:12
Settle for a Draw,3:20,Arctic Monkeys,When the Sun Goes Down - EP,Alternative,0,,19,23/09/18 16:13,22/07/21 9:08
Catapult,3:29,Arctic Monkeys,Cornerstone - EP,Alternative,0,,18,03/04/19 7:12,22/07/21 9:04
Face Like Summer,2:58,Gorky's Zygotic Mynci,The Blue Trees,Rock,0,,2,09/03/20 16:00,21/07/21 9:11
Christmas Eve,1:51,Gorky's Zygotic Mynci,Spanish Dance Troupe,Alternative,0,,2,13/03/20 7:15,21/07/21 9:08
Wrong Turnings,4:29,Gorky's Zygotic Mynci,The Blue Trees,Rock,0,,1,13/03/20 7:15,21/07/21 9:07
Don’t You Worry,0:59,Gorky's Zygotic Mynci,Spanish Dance Troupe,Alternative,0,,2,13/03/20 7:15,21/07/21 8:56
I Ran Away,3:30,Dinosaur Jr.,Sweep It Into Space,Alternative,0,,5,25/04/21 11:35,19/07/21 0:55
Impasse,4:24,Angel Olsen,Song of the Lark and Other Far Memories,Alternative,0,,4,08/05/21 23:18,19/07/21 0:52
Unf**ktheworld,2:05,Angel Olsen,Burn Your Fire For No Witness,Alternative,0,,6,21/01/21 20:56,19/07/21 0:47
I Ain't,4:12,Dinosaur Jr.,Sweep It Into Space,Alternative,0,,5,25/04/21 11:35,19/07/21 0:45
Lark Song,6:31,Angel Olsen,Song of the Lark and Other Far Memories,Alternative,0,,4,08/05/21 23:18,19/07/21 0:18
To Be Waiting,4:12,Dinosaur Jr.,Sweep It Into Space,Alternative,0,,6,25/04/21 11:35,18/07/21 23:49
The Tourist,5:25,Radiohead,OK Computer,Alternative & Punk,0,,3,30/06/15 18:58,17/07/21 18:08
Lucky,4:20,Radiohead,OK Computer,Alternative & Punk,0,,5,30/06/15 18:58,17/07/21 18:03
No Surprises,3:49,Radiohead,OK Computer,Alternative & Punk,2,,22,30/06/15 18:58,17/07/21 17:59
Climbing Up The Walls,4:45,Radiohead,OK Computer,Alternative & Punk,0,,1,30/06/15 18:58,17/07/21 17:55
Fitter Happier,1:57,Radiohead,OK Computer,Alternative & Punk,0,,1,30/06/15 18:58,17/07/21 17:46
Karma Police,4:22,Radiohead,OK Computer,Alternative & Punk,0,,19,30/06/15 18:58,17/07/21 17:44
Let Down,4:59,Radiohead,OK Computer,Alternative & Punk,0,,3,30/06/15 18:58,17/07/21 17:40
Exit Music (For A Film),4:25,Radiohead,OK Computer,Alternative & Punk,0,,10,30/06/15 18:58,17/07/21 17:35
Subterranean Homesick Alien,4:28,Radiohead,OK Computer,Alternative & Punk,0,,4,30/06/15 18:58,17/07/21 17:30
Paranoid Android,6:24,Radiohead,OK Computer,Alternative & Punk,0,,15,30/06/15 18:58,17/07/21 17:26
Airbag,4:44,Radiohead,OK Computer,Alternative & Punk,0,,3,30/06/15 18:58,17/07/21 17:20
A Wolf at the Door,3:21,Radiohead,Hail to the Thief,Alternative,0,,1,16/07/21 9:00,16/07/21 9:06
15 Step,3:57,Radiohead,In Rainbows,Alternative,0,,5,23/06/17 23:55,16/07/21 9:03
Space Song,5:20,Beach House,Depression Cherry,Alternative,2,,9,10/04/20 19:47,15/07/21 1:04
I Don't Wanna Be Funny Anymore,2:43,Lucy Dacus,No Burden,Alternative,0,,6,11/12/19 0:40,15/07/21 0:59
"Nameless, Faceless",3:15,Courtney Barnett,Tell Me How You Really Feel,Alternative,0,,3,11/03/18 10:33,15/07/21 0:43
lucy,4:57,Soccer Mommy,color theory,Alternative,0,,1,20/06/20 18:07,15/07/21 0:40
Pops,4:41,Angel Olsen,MY WOMAN,Alternative,0,,6,21/01/21 21:22,15/07/21 0:35
Woman,7:37,Angel Olsen,MY WOMAN,Alternative,0,,6,21/01/21 21:22,15/07/21 0:30
Swans,3:15,Sorry,"Home Demo/ns, vol. II",Alternative,0,,1,12/07/21 23:23,13/07/21 10:15
The Marching Band,2:36,Sorry,"Home Demo/ns, vol. II",Alternative,0,,1,12/07/21 23:23,13/07/21 10:12
Western,2:48,Sorry,"Home Demo/ns, vol. II",Alternative,0,,1,12/07/21 23:23,13/07/21 10:09
Lying Next to You in Despair,4:05,Sorry,"Home Demo/ns, vol. II",Alternative,0,,1,12/07/21 23:23,13/07/21 10:07
Winter,2:14,Sorry,"Home Demo/ns, vol. II",Alternative,0,,1,12/07/21 23:23,13/07/21 10:02
Energy,2:41,Sorry,"Home Demo/ns, vol. II",Alternative,0,,1,12/07/21 23:23,13/07/21 10:00
Battles,2:42,Sorry,"Home Demo/ns, vol. II",Alternative,0,,1,12/07/21 23:23,13/07/21 9:58
Tears,2:24,Sorry,"Home Demo/ns, vol. II",Alternative,0,,1,12/07/21 23:23,13/07/21 9:55
Moment,0:59,Sorry,"Home Demo/ns, vol. II",Alternative,0,,1,12/07/21 23:23,13/07/21 9:52
Interlude [Goodbye],1:47,Sorry,Home Demo/ns vol. I,Alternative,0,,1,12/07/21 23:23,13/07/21 9:51
Interlude [God Knows I’ve Got Charisma],1:03,Sorry,Home Demo/ns vol. I,Alternative,0,,1,12/07/21 23:23,13/07/21 8:42
Interlude [Cry for You],1:25,Sorry,Home Demo/ns vol. I,Alternative,0,,1,12/07/21 23:23,13/07/21 8:41
Lace,3:01,Sorry,Home Demo/ns vol. I,Alternative,0,,1,12/07/21 23:23,13/07/21 8:40
Things to Think About,2:27,Sorry,Home Demo/ns vol. I,Alternative,0,,1,12/07/21 23:23,13/07/21 8:34
Ode to Boy [Demo],2:21,Sorry,Home Demo/ns vol. I,Alternative,0,,1,12/07/21 23:23,12/07/21 23:27
Interlude [Hi],1:07,Sorry,Home Demo/ns vol. I,Alternative,0,,1,12/07/21 23:23,12/07/21 23:25
Shadowlawns,3:46,Emmy the Great,Second Love,Alternative,0,,17,11/03/16 14:53,12/07/21 22:18
Make It Easy,3:19,Sylvan Esso,Free Love,Alternative,2,,7,17/11/20 0:47,12/07/21 0:56
Rooftop Dancing,3:03,Sylvan Esso,Free Love,Alternative,2,,4,17/11/20 0:47,12/07/21 0:52
Runaway,3:01,Sylvan Esso,Free Love,Alternative,0,,4,17/11/20 0:47,12/07/21 0:49
Frequency,2:50,Sylvan Esso,Free Love,Alternative,0,,3,17/11/20 0:47,12/07/21 0:46
Free,2:36,Sylvan Esso,Free Love,Alternative,0,,3,17/11/20 0:47,12/07/21 0:43
Numb,4:25,Sylvan Esso,Free Love,Alternative,0,,3,17/11/20 0:47,12/07/21 0:41
Ferris Wheel,2:58,Sylvan Esso,Free Love,Alternative,0,,4,17/11/20 0:47,12/07/21 0:33
Ring,2:37,Sylvan Esso,Free Love,Alternative,0,,3,17/11/20 0:47,12/07/21 0:31
What If,1:25,Sylvan Esso,Free Love,Alternative,0,,3,17/11/20 0:47,12/07/21 0:28
Kumbala,4:27,Maldita Vecindad y Los Hijos del Quinto Patio,El Circo,Rock y Alternativo,0,,2,04/02/20 7:43,09/07/21 10:58
Permanent High School,4:14,The Voidz,Virtue,Alternative,0,,4,19/01/20 0:41,09/07/21 10:53
Love,5:44,Daughter,Wild Youth - EP,Alternative,0,,1,04/05/20 17:54,08/07/21 1:33
To Belong,4:17,Daughter,Not To Disappear,Alternative,0,,5,17/03/19 23:53,08/07/21 1:27
Hollywood Road/April,3:33,Emmy the Great,April/月音,Alternative,0,,6,08/10/20 22:17,08/07/21 1:01
Your Hallucinations,4:08,Emmy the Great,April/月音,Alternative,0,,4,08/10/20 22:17,04/07/21 23:26
Okinawa/Ubud,5:43,Emmy the Great,April/月音,Alternative,0,,4,08/10/20 22:17,04/07/21 23:22
A Window/O'Keeffe,3:35,Emmy the Great,April/月音,Alternative,0,,11,31/08/20 22:04,04/07/21 23:16
Change-E,4:27,Emmy the Great,April/月音,Alternative,0,,8,29/09/20 22:04,04/07/21 23:12
Nintendo Blood,5:55,The Voidz,Tyranny,IDM/Experimental,0,,1,20/01/20 23:22,02/07/21 23:27
Western,8:08,black midi,Schlagenheim,Alternative,0,,4,26/06/19 4:59,27/06/21 21:36
Jesus Alone,5:52,Nick Cave & The Bad Seeds,Skeleton Tree,Alternative,0,,5,13/09/16 15:27,27/06/21 21:18
Remember We Were Lovers,4:18,Bobby Gillespie & Jehnny Beth,Utopian Ashes,Rock,0,,1,27/06/21 20:55,27/06/21 21:05
Chase It Down,4:16,Bobby Gillespie & Jehnny Beth,Utopian Ashes,Rock,0,,1,27/06/21 20:55,27/06/21 21:00
Ya Habibti,3:32,Mdou Moctar,Afrique Victime,Rock,0,,2,14/06/21 20:50,25/06/21 19:19
Taliat,3:49,Mdou Moctar,Afrique Victime,Rock,0,,2,14/06/21 20:50,25/06/21 19:15
Grape Juice City,3:56,Ratatat,LP4,Electronic,0,,1,24/06/21 19:10,25/06/21 17:32
Brando,3:00,Lucy Dacus,Home Video,Alternative,0,,1,24/06/21 21:01,24/06/21 21:00
Vbs,3:57,Lucy Dacus,Home Video,Alternative,0,,1,24/06/21 21:01,24/06/21 19:13
Hot & Heavy,4:11,Lucy Dacus,Home Video,Alternative,0,,1,24/06/21 21:01,24/06/21 19:04
Falcon Jab,3:55,Ratatat,LP3,Electronic,0,,1,24/06/21 17:32,24/06/21 17:37
Lex,4:30,Ratatat,Classics,Electronic,0,,2,29/09/20 16:52,24/06/21 17:33
She's the One,8:21,The Beta Band,The Regal Years (1997-2004),Rock,0,,4,01/05/16 22:58,24/06/21 1:00
Majesty,3:17,Marika Hackman,I'm Not Your Man,Alternative,0,,3,09/11/19 22:44,24/06/21 0:52
Naples,2:45,Yo La Tengo,Stuff Like That There,Alternative,0,,1,29/08/16 22:17,24/06/21 0:36
Nosedive,2:47,Wolf Alice,Blush EP,Alternative,0,,4,01/07/15 7:25,24/06/21 0:33
Finger Back,3:26,Vampire Weekend,Modern Vampires of the City,Alternative,0,,17,08/02/14 16:20,24/06/21 0:30
Strangers,3:58,Portishead,Dummy,Electronic,0,,4,06/09/15 11:10,24/06/21 0:27
The Chain,4:30,Fleetwood Mac,Rumours,Rock,0,,11,10/05/17 14:52,24/06/21 0:23
What It Is,3:17,Angel Olsen,Song of the Lark and Other Far Memories,Alternative,0,,5,08/05/21 23:18,20/06/21 1:44
Snowstorm,5:13,Galaxie 500,On Fire,Alternative,0,,2,24/05/21 22:13,20/06/21 1:32
Sleep,23:18,Godspeed You! Black Emperor,Lift Your Skinny Fists Like Antennas to Heaven,Alternative,0,,1,16/06/21 0:30,16/06/21 22:26
Static,22:36,Godspeed You! Black Emperor,Lift Your Skinny Fists Like Antennas to Heaven,Alternative,2,,1,16/06/21 0:30,16/06/21 22:02
Storm,22:32,Godspeed You! Black Emperor,Lift Your Skinny Fists Like Antennas to Heaven,Alternative,0,,1,16/06/21 0:30,16/06/21 21:39
Bismilahi Atagah,5:37,Mdou Moctar,Afrique Victime,Rock,0,,1,14/06/21 20:50,14/06/21 21:32
Afrique Victime,7:26,Mdou Moctar,Afrique Victime,Rock,0,,1,14/06/21 20:50,14/06/21 21:26
Layla,4:26,Mdou Moctar,Afrique Victime,Rock,0,,1,14/06/21 20:50,14/06/21 21:19
Asdikte Akal,4:32,Mdou Moctar,Afrique Victime,Rock,0,,1,14/06/21 20:50,14/06/21 21:14
Untitled,1:25,Mdou Moctar,Afrique Victime,Rock,0,,1,14/06/21 20:50,14/06/21 21:08
Tala Tannam,5:38,Mdou Moctar,Afrique Victime,Rock,0,,1,14/06/21 20:50,14/06/21 21:07
It's Every Season (Whole New Mess),4:56,Angel Olsen,Song of the Lark and Other Far Memories,Alternative,0,,4,08/05/21 23:18,12/06/21 21:57
More Than This,3:26,Angel Olsen,Song of the Lark and Other Far Memories,Alternative,0,,4,08/05/21 23:18,12/06/21 21:51
New Love Cassette (Mark Ronson Remix),3:28,Angel Olsen,Song of the Lark and Other Far Memories,Alternative,0,,4,08/05/21 23:18,12/06/21 21:47
All Mirrors (Johnny Jewel remix) [feat. Johnny Jewel],3:35,Angel Olsen,Song of the Lark and Other Far Memories,Alternative,0,,4,08/05/21 23:18,12/06/21 21:44
What It Is (What It Is),2:36,Angel Olsen,Song of the Lark and Other Far Memories,Alternative,0,,2,08/05/21 23:18,12/06/21 21:40
Chance (Forever Love),5:29,Angel Olsen,Song of the Lark and Other Far Memories,Alternative,0,,2,08/05/21 23:18,12/06/21 21:38
Impasse (Workin' For the Name),3:48,Angel Olsen,Song of the Lark and Other Far Memories,Alternative,0,,3,08/05/21 23:18,12/06/21 21:32
Tonight (Without You),4:01,Angel Olsen,Song of the Lark and Other Far Memories,Alternative,0,,3,08/05/21 23:18,12/06/21 21:22
"Waving, Smiling",3:52,Angel Olsen,Song of the Lark and Other Far Memories,Alternative,0,,3,08/05/21 23:18,12/06/21 21:18
(Summer Song),4:10,Angel Olsen,Song of the Lark and Other Far Memories,Alternative,0,,3,08/05/21 23:18,12/06/21 21:14
(We Are All Mirrors),2:37,Angel Olsen,Song of the Lark and Other Far Memories,Alternative,0,,3,08/05/21 23:18,12/06/21 21:10
(New Love) Cassette,2:50,Angel Olsen,Song of the Lark and Other Far Memories,Alternative,0,,3,08/05/21 23:18,12/06/21 21:07
Too Easy (Bigger Than Us),2:32,Angel Olsen,Song of the Lark and Other Far Memories,Alternative,0,,3,08/05/21 23:18,12/06/21 21:04
Whole New Mess,3:43,Angel Olsen,Song of the Lark and Other Far Memories,Alternative,0,,3,08/05/21 23:18,12/06/21 21:02
Chance,5:59,Angel Olsen,Song of the Lark and Other Far Memories,Alternative,0,,3,08/05/21 23:18,12/06/21 20:58
Tonight,4:39,Angel Olsen,Song of the Lark and Other Far Memories,Alternative,0,,3,08/05/21 23:18,12/06/21 20:42
Spring,3:23,Angel Olsen,Song of the Lark and Other Far Memories,Alternative,0,,3,08/05/21 23:18,12/06/21 20:30
New Love Cassette,3:26,Angel Olsen,Song of the Lark and Other Far Memories,Alternative,0,,3,08/05/21 23:18,12/06/21 20:27
Too Easy,2:58,Angel Olsen,Song of the Lark and Other Far Memories,Alternative,0,,3,08/05/21 23:18,12/06/21 20:23
El Pico,4:42,Ratatat,Ratatat,Electronic,0,,1,09/10/20 15:39,07/06/21 1:47
The Beach II,3:40,Wolf Alice,Blue Weekend (Apple Music Edition),Alternative,0,,1,05/06/21 0:00,07/06/21 1:42
No Hard Feelings,2:35,Wolf Alice,Blue Weekend (Apple Music Edition),Alternative,0,,1,05/06/21 0:00,07/06/21 1:38
The Last Man on Earth,4:21,Wolf Alice,Blue Weekend (Apple Music Edition),Alternative,0,,1,05/06/21 0:00,07/06/21 1:35
Feeling Myself,4:44,Wolf Alice,Blue Weekend (Apple Music Edition),Alternative,0,,1,05/06/21 0:00,07/06/21 1:31
Play the Greatest Hits,2:28,Wolf Alice,Blue Weekend (Apple Music Edition),Alternative,2,,1,05/06/21 0:00,06/06/21 23:53
Safe From Heartbreak (if you never fall in love),2:32,Wolf Alice,Blue Weekend (Apple Music Edition),Alternative,0,,1,05/06/21 0:00,05/06/21 0:18
Lipstick On the Glass,4:08,Wolf Alice,Blue Weekend (Apple Music Edition),Alternative,0,,1,05/06/21 0:00,05/06/21 0:12
Delicious Things,5:04,Wolf Alice,Blue Weekend (Apple Music Edition),Alternative,0,,1,05/06/21 0:00,05/06/21 0:08
The Beach,2:35,Wolf Alice,Blue Weekend (Apple Music Edition),Alternative,0,,1,05/06/21 0:00,05/06/21 0:03
Mirando,3:52,Ratatat,LP3,Electronic,0,,1,09/10/20 15:39,04/06/21 10:39
Tell Me,3:52,Galaxie 500,On Fire,Alternative,2,,2,24/05/21 22:13,03/06/21 11:00
Blue Thunder,3:48,Galaxie 500,On Fire,Alternative,0,,2,24/05/21 22:13,03/06/21 10:56
Orion,7:44,Rodrigo & Gabriela,Rodrigo y Gabriela,Reggae,0,,1,30/06/15 18:58,02/06/21 22:49
